asr,degradation,snr_db,llm,outcome_col,n,outcome_median,outcome_lo,outcome_hi,absorption_median,absorption_lo,absorption_hi,retention_median,retention_lo,retention_hi,gain_paired_median,gain_paired_lo,gain_paired_hi,gain_ceiling_median,gain_ceiling_lo,gain_ceiling_hi,gain_legacy_median,gain_legacy_lo,gain_legacy_hi,gain_median,tsa_median,gain_crit_minus_func_median,gain_lo,tsa_lo,gain_crit_minus_func_lo,gain_hi,tsa_hi,gain_crit_minus_func_hi
parakeet-tdt-0.6b-v3,farfield,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,0.5461165048543689,0.4975842479245814,0.5961070559610706,0.430622009569378,0.3671339104203555,0.49767441860465117,0.8247422680412371,0.7477433744424036,0.8879549808429118,0.09799761167265991,0.026973391669492492,0.16055493771075668,-0.047549014302236264,-0.12852070247473896,0.03598562030269296,-0.4087799517379985,-0.4749465931297003,-0.3405362670976641,0.09799761167265991,0.5461165048543689,0.1510480498917261,0.026973391669492492,0.4975842479245814,0.010760316499975643,0.16055493771075668,0.5961070559610706,0.26988385437288387
parakeet-tdt-0.6b-v3,farfield,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,0.5673076923076923,0.5180431872417205,0.6129807692307693,0.4626865671641791,0.39285714285714285,0.5323383084577115,0.9405940594059405,0.8888888888888888,0.9805871919342793,0.194172870569147,0.14178275886876412,0.24452596918107686,-0.013805280229256839,-0.09331570786177958,0.07228770162974829,-0.39510294336665563,-0.46817206986872645,-0.32801719718013755,0.194172870569147,0.5673076923076923,0.12116957376877197,0.14178275886876412,0.5180431872417205,0.03837787866967539,0.24452596918107686,0.6129807692307693,0.20988772598762198
parakeet-tdt-0.6b-v3,farfield,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,0.5721153846153846,0.5253012048192771,0.6217014790396451,0.45588235294117646,0.38888169257340244,0.5277777777777778,0.9787234042553191,0.9436499679897566,1.0,0.22951825124416853,0.18243780243804103,0.2710462983586708,-0.03195158580040924,-0.11348091059546062,0.05426324510527613,-0.40687810865448043,-0.47542097830526403,-0.3357217520982194,0.22951825124416853,0.5721153846153846,0.0736635072595484,0.18243780243804103,0.5253012048192771,0.006879387407267648,0.2710462983586708,0.6217014790396451,0.1494471534559486
parakeet-tdt-0.6b-v3,noise,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,0.3074115632197484,0.26265060240963856,0.34951456310679613,0.2288135593220339,0.18583754740834388,0.2700318053139602,0.38235294117647056,0.3157824373768646,0.4486623789564966,-0.09115931618698186,-0.14604680600626596,-0.03414916977423132,-0.10723568355841141,-0.16964583300903197,-0.04088005617504306,-0.3238709119253702,-0.37065526223929285,-0.2779543779734545,-0.09115931618698186,0.3074115632197484,0.05168897296706562,-0.14604680600626596,0.26265060240963856,-0.06785802265213663,-0.03414916977423132,0.34951456310679613,0.16504551307838183
parakeet-tdt-0.6b-v3,noise,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,0.48792270531400966,0.4375,0.5325301204819277,0.3888888888888889,0.3321793194517466,0.4476561237135621,0.6834532374100719,0.6086956521739131,0.7605633802816901,0.05812257738161669,-0.01054192525079497,0.12337979428484838,-0.03491514304976348,-0.10870425958950777,0.04165691429833681,-0.35539985135627433,-0.4142308943133716,-0.29649737170983853,0.05812257738161669,0.48792270531400966,0.11143549802877939,-0.01054192525079497,0.4375,-0.04541048538996581,0.12337979428484838,0.5325301204819277,0.2533969380821806
parakeet-tdt-0.6b-v3,noise,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,0.5432692307692307,0.4951923076923077,0.5913461538461539,0.4345028343802666,0.3722943722943723,0.4974154078182393,0.8230428863172226,0.75,0.8859649122807017,0.09329893926096905,0.021530361999111892,0.15649543268595217,-0.03935757008657423,-0.11393338286972421,0.03916827271964485,-0.40213615504466593,-0.4636955781518893,-0.3371647020911225,0.09329893926096905,0.5432692307692307,0.10646525795919015,0.021530361999111892,0.4951923076923077,-0.044223847901674086,0.15649543268595217,0.5913461538461539,0.24918445518953664
parakeet-tdt-0.6b-v3,reverb,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,0.4097560975609756,0.36230732433294355,0.4587378640776699,0.3172641180571694,0.2685148207312744,0.36842526990553304,0.5435512109716953,0.46873645231213873,0.6190476190476191,-0.026801842873835025,-0.0959774161805976,0.03768906650177736,-0.10269253486891333,-0.17133691633491718,-0.032079395171497375,-0.32779658382834165,-0.3794136783543759,-0.2755544622464037,-0.026801842873835025,0.4097560975609756,0.07840704531887965,-0.0959774161805976,0.36230732433294355,-0.06819812805588417,0.03768906650177736,0.4587378640776699,0.22043377715685805
parakeet-tdt-0.6b-v3,reverb,10,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,0.4939759036144578,0.4468599033816425,0.5408653846153846,0.3754646840148699,0.3174436568520538,0.43479666416791596,0.706766917293233,0.6296296296296297,0.7862611730932342,0.035426139096903286,-0.03438203558395768,0.10717561108982288,-0.07505217853629076,-0.14978562381385604,0.0017313045319539645,-0.39968785701402665,-0.4617877452450627,-0.34077443945084385,0.035426139096903286,0.4939759036144578,0.19147570689677196,-0.03438203558395768,0.4468599033816425,0.027088381511860455,0.10717561108982288,0.5408653846153846,0.3379409626122837
parakeet-tdt-0.6b-v3,reverb,20,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,0.563855421686747,0.5180431872417205,0.6120481927710844,0.45161290322580644,0.38571268417680976,0.5177852979883436,0.8571428571428571,0.7884615384615384,0.9207985930171965,0.14222473514898487,0.07478847567350196,0.20068721109697082,-0.02812146211148009,-0.1084766678588428,0.05138653721093355,-0.3835786989683597,-0.45216287335052313,-0.3184805103708441,0.14222473514898487,0.563855421686747,0.14493342620818772,0.07478847567350196,0.5180431872417205,0.012283874199650624,0.20068721109697082,0.6120481927710844,0.2644218841127938
whisper-base-mlx,babble,0,mlx-community/Qwen3.5-9B-MLX-8bit,ees,416,0.10697115384615385,0.07932692307692307,0.13942307692307693,0.09313725490196079,0.06617242557169567,0.12406947890818859,0.18181818181818182,0.12755102040816327,0.2421093326098752,-0.04709801836400991,-0.0953188003779549,-0.0014409473543203339,-0.041011732257028276,-0.10139964546320988,0.02492491658760901,-0.11609301140907513,-0.14924903289684027,-0.08704987814685552,-0.04709801836400991,0.10697115384615385,-0.041735187007402565,-0.0953188003779549,0.07932692307692307,-0.13598901063749902,-0.0014409473543203339,0.13942307692307693,0.055047750052124214
