asr,degradation,snr_db,llm,outcome,n,n_scored,n_err,n_ceiling,n_collapse,mean_wer_all,median_wer,mean_wer_err,mean_outcome,ceiling,absorption,naive_legacy,naive_ceiling,gain_legacy,gain_ceiling,n_paired,n_dropped_no_anchor,mean_wer_paired,retention,naive_paired,gain_paired,underpowered,n_calibrated,mean_observed,mean_predicted,gain_calibrated,share_at_high_wer,n_clean_at_high_wer,refused
whisper-base-mlx,noise,0,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,400,16,84,0.7527001094839044,0.8944444444444444,0.7828081138632607,0.11538461538461539,0.75,0.09,0.24729989051609558,0.1628939146025545,-0.15729989051609558,-0.07289391460255451,208,0,0.7264765894927099,0.15865384615384615,0.2735234105072901,-0.11486956435344398,False,416,0.11538461538461539,0.1935271442805369,-0.07814252889592152,0.6009615384615384,31,
whisper-base-mlx,noise,10,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,346,70,47,0.46946955868629914,0.42857142857142855,0.5644489491719669,0.3557692307692308,0.7428571428571429,0.2774566473988439,0.5305304413137009,0.32355220918653893,-0.25307379391485696,-0.04609556178769503,171,0,0.5134534633556957,0.4853801169590643,0.48654653664430425,-0.00116641968523995,False,416,0.3557692307692308,0.38835768439183804,-0.03258845362260726,0.23317307692307693,31,
whisper-base-mlx,noise,20,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,316,100,12,0.34426497283139107,0.2857142857142857,0.45320958448689486,0.47115384615384615,0.78,0.37341772151898733,0.6557350271686089,0.42649652410022204,-0.28231730564962154,-0.05307880258123471,145,0,0.37530329227964554,0.7172413793103448,0.6246967077203545,0.09254467158999036,False,416,0.47115384615384615,0.48529382654905207,-0.01413998039520592,0.12980769230769232,31,
whisper-base-mlx,reverb,0,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,412,4,124,0.7930506173525342,1.0,0.8007501379093553,0.08173076923076923,1.0,0.07281553398058252,0.20694938264746576,0.19924986209064466,-0.13413384866688324,-0.12643432811006214,216,0,0.7669260260118532,0.12037037037037036,0.23307397398814678,-0.11270360361777641,False,416,0.08173076923076923,0.15992236755954864,-0.07819159832877941,0.6153846153846154,31,
whisper-base-mlx,reverb,10,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,372,44,44,0.529745650328955,0.5,0.5924037380022722,0.29086538461538464,0.7272727272727273,0.239247311827957,0.47025434967104496,0.29643364508925657,-0.23100703784308796,-0.05718633326129957,189,0,0.539710854670435,0.3968253968253968,0.460289145329565,-0.0634637485041682,False,416,0.29086538461538464,0.34225634946480105,-0.05139096484941641,0.2956730769230769,31,
whisper-base-mlx,reverb,20,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,318,98,16,0.3606967251911544,0.3,0.4718548354701897,0.46634615384615385,0.7959183673469388,0.36477987421383645,0.6393032748088456,0.42036043707474696,-0.2745234005950092,-0.05558056286091051,147,0,0.3836883211551499,0.6938775510204082,0.6163116788448502,0.07756587217555799,False,416,0.46634615384615385,0.4694506965741177,-0.003104542727963844,0.13221153846153846,31,
whisper-large-v3-turbo,babble,0,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,360,56,49,0.5179831296931352,0.5,0.5985582832009558,0.2980769230769231,0.7678571428571429,0.225,0.4820168703068648,0.30824988968498035,-0.2570168703068648,-0.08324988968498034,222,0,0.5572797162193451,0.34684684684684686,0.44272028378065487,-0.09587343693380801,False,416,0.2980769230769231,0.39027691826179417,-0.0921999951848711,0.30288461538461536,11,
whisper-large-v3-turbo,babble,10,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,256,160,10,0.22906075862834524,0.14285714285714285,0.3722237327710615,0.5793269230769231,0.78125,0.453125,0.7709392413716547,0.49045020877260814,-0.3178142413716547,-0.03732520877260814,142,0,0.3169247821285823,0.7464788732394366,0.6830752178714177,0.06340365536801895,False,416,0.5793269230769231,0.5974873866457556,-0.018160463568832497,0.052884615384615384,11,
whisper-large-v3-turbo,babble,20,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,241,175,6,0.19698283275660305,0.125,0.3400201594470831,0.6177884615384616,0.7885714285714286,0.49377593360995853,0.803017167243397,0.5204412456931573,-0.3092412336334385,-0.026665312083198778,130,0,0.29218786003496633,0.8692307692307693,0.7078121399650337,0.16141862926573558,False,416,0.6177884615384616,0.6221006038931396,-0.004312142354678028,0.038461538461538464,11,
whisper-large-v3-turbo,clean,,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,225,191,4,0.1743239511734427,0.1,0.3223056163917879,0.6394230769230769,0.7801047120418848,0.52,0.8256760488265573,0.5286725819770869,-0.3056760488265573,-0.008672581977086868,0,0,,,,,True,0,,,,,,
whisper-large-v3-turbo,clipping,0,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,264,152,5,0.2296114164262644,0.16666666666666666,0.36181192891411385,0.5769230769230769,0.7763157894736842,0.4621212121212121,0.7703885835737356,0.4954354762377274,-0.30826737145252353,-0.03331426411651528,151,0,0.30210780282054345,0.7549668874172185,0.6978921971794565,0.057074690237762016,False,416,0.5769230769230769,0.5965119152027099,-0.01958883827963298,0.04567307692307692,11,
whisper-large-v3-turbo,clipping,10,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,234,182,4,0.18857568266216515,0.1111111111111111,0.3352456580660719,0.6322115384615384,0.7857142857142857,0.5128205128205128,0.8114243173378348,0.5223069829480864,-0.29860380451732205,-0.009486470127573643,126,0,0.26888796259926284,0.9206349206349206,0.7311120374007372,0.18952288323418343,False,416,0.6322115384615384,0.6285216401857577,0.003689898275780701,0.03365384615384615,11,
whisper-large-v3-turbo,clipping,20,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,220,196,2,0.16448513645623428,0.09090909090909091,0.3110264398445161,0.6490384615384616,0.7806122448979592,0.5318181818181819,0.8355148635437657,0.5378211974683114,-0.30369668172558384,-0.006003015650129506,115,0,0.25393847074389525,0.9826086956521739,0.7460615292561048,0.2365471663960691,False,416,0.6490384615384616,0.645886136737215,0.0031523248012466087,0.014423076923076924,11,
whisper-large-v3-turbo,codec,0,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,256,160,4,0.22166084669684835,0.14285714285714285,0.36019887588237914,0.5769230769230769,0.75,0.46875,0.7783391533031516,0.4798508430882157,-0.3095891533031516,-0.011100843088215684,146,0,0.3026066160149985,0.773972602739726,0.6973933839850015,0.07657921875472451,False,416,0.5769230769230769,0.6036490052976389,-0.026725928374562002,0.055288461538461536,11,
whisper-large-v3-turbo,codec,10,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,226,190,5,0.18348353255799577,0.1111111111111111,0.33773959975277157,0.6225961538461539,0.7894736842105263,0.4823008849557522,0.8165164674420042,0.5228371580899172,-0.33421558248625205,-0.04053627313416497,118,0,0.27288993354776264,0.8898305084745762,0.7271100664522374,0.16272044202233882,False,416,0.6225961538461539,0.6326273831733366,-0.0100312293271827,0.036057692307692304,11,
whisper-large-v3-turbo,codec,20,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,223,193,4,0.17270759210516054,0.1,0.3221809789943807,0.6346153846153846,0.7875647668393783,0.5022421524663677,0.8272924078948395,0.5338263792375862,-0.32505025542847177,-0.031584226771218527,115,0,0.258956037717984,0.9652173913043478,0.741043962282016,0.22417342902233184,False,416,0.6346153846153846,0.6403506294455136,-0.005735244830128994,0.02403846153846154,11,
whisper-large-v3-turbo,farfield,0,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,241,175,5,0.19365493859020944,0.1213235294117647,0.3342757446204452,0.5985576923076923,0.7542857142857143,0.4854771784232365,0.8063450614097906,0.5021462954862929,-0.32086788298655405,-0.01666911706305635,135,0,0.28143982407914286,0.8444444444444444,0.7185601759208571,0.12588426852358736,False,416,0.5985576923076923,0.6254770110708514,-0.026919318763159117,0.038461538461538464,11,
whisper-large-v3-turbo,farfield,10,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,230,186,5,0.17829653441285281,0.1111111111111111,0.3224841665902038,0.6201923076923077,0.7688172043010753,0.5,0.8217034655871471,0.5208858289118325,-0.32170346558714713,-0.02088582891183255,125,0,0.2626678375288281,0.896,0.737332162471172,0.15866783752882807,False,416,0.6201923076923077,0.6359728097344568,-0.01578050204214909,0.021634615384615384,11,
whisper-large-v3-turbo,farfield,20,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,223,193,4,0.16766104708406798,0.09761904761904762,0.31276679635413634,0.6514423076923077,0.7772020725388601,0.5426008968609866,0.832338952915932,0.5341190701910857,-0.2897380560549454,0.008481826669900827,117,0,0.2536879962745247,1.0,0.7463120037254753,0.25368799627452465,False,416,0.6514423076923077,0.6441509939411024,0.007291313751205286,0.019230769230769232,11,
whisper-large-v3-turbo,noise,0,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,369,47,53,0.5197455678293748,0.5,0.5859462228103522,0.3004807692307692,0.8085106382978723,0.23577235772357724,0.48025443217062525,0.3347668836852471,-0.244482074447048,-0.09899452596166985,230,0,0.5555906906990501,0.3565217391304348,0.4444093093009499,-0.08788757017051513,False,416,0.3004807692307692,0.38610160046624753,-0.08562083123547831,0.2956730769230769,11,
whisper-large-v3-turbo,noise,10,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,295,121,8,0.28318525213209955,0.2,0.3993392030066221,0.5288461538461539,0.743801652892562,0.4406779661016949,0.7168147478679004,0.4467724936314381,-0.27613678176620554,-0.00609452752974321,176,0,0.3515766153273191,0.6931818181818182,0.6484233846726809,0.04475843350913733,False,416,0.5288461538461539,0.5570418869262963,-0.02819573308014245,0.08413461538461539,11,
whisper-large-v3-turbo,noise,20,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,252,164,4,0.2045419736691094,0.14285714285714285,0.3376565914537683,0.6009615384615384,0.7926829268292683,0.47619047619047616,0.7954580263308906,0.5250283116525007,-0.3192675501404144,-0.04883783546202458,137,0,0.28603041811161395,0.8394160583941606,0.713969581888386,0.12544647650577456,False,416,0.6009615384615384,0.616004061499267,-0.015042523037728572,0.040865384615384616,11,
whisper-large-v3-turbo,reverb,0,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,357,59,31,0.4670812318792118,0.42857142857142855,0.5442739284642925,0.3581730769230769,0.8305084745762712,0.2801120448179272,0.5329187681207882,0.3784843644957571,-0.252806723302861,-0.09837231967782994,217,0,0.5125602269750591,0.423963133640553,0.4874397730249409,-0.06347663938438791,False,416,0.3581730769230769,0.4217198151102247,-0.06354673818714779,0.2283653846153846,11,
whisper-large-v3-turbo,reverb,10,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,281,135,15,0.2724568775497938,0.19090909090909092,0.4033525304651757,0.53125,0.762962962962963,0.4199288256227758,0.7275431224502062,0.4552199212006437,-0.30761429682743047,-0.035291095577867915,164,0,0.34993875097609156,0.6707317073170732,0.6500612490239084,0.02067045829316483,False,416,0.53125,0.5672425966209355,-0.03599259662093546,0.09615384615384616,11,
whisper-large-v3-turbo,reverb,20,google/gemma-4-31B-it-qat-w4a16-ct,ees,416,416,242,174,6,0.19628363211749855,0.125,0.33741318578875856,0.6201923076923077,0.7758620689655172,0.5082644628099173,0.8037163678825014,0.5140759765432046,-0.2954519050725841,-0.005811513733287255,133,0,0.261490185701643,0.8421052631578947,0.738509814298357,0.10359544885953764,False,416,0.6201923076923077,0.623480753371691,-0.003288445679383245,0.040865384615384616,11,
